2022-06-06T18:31:05.196071
drone_id,min_planning_time,max_planning_time, avg_planning_time,average_init_time,average_opt_time, mission_time, distance, max_vel
0,0.000185248,0.00213695,0.000758946,3.72139e-05,0.000721732,18.4886,24.1129,1.51039
1,0.000100274,0.00189323,0.000786009,4.12783e-05,0.000744731,18.2452,24.1042,1.50896
17,9.8346e-05,0.002145,0.000666347,3.43401e-05,0.000632007,18.2746,24.0878,1.51449
37,0.000103272,0.0019162,0.000705811,3.26271e-05,0.000673184,18.3387,24.0967,1.51428
4,9.3191e-05,0.00166195,0.000750189,3.29252e-05,0.000717264,18.7848,24.2742,1.50939
21,9.4884e-05,0.0028076,0.000743532,3.19774e-05,0.000711554,18.5092,24.0782,1.50801
22,0.000157125,0.00218776,0.000797532,3.67733e-05,0.000760759,18.5224,24.1183,1.50799
5,0.000128365,0.00204145,0.000806065,3.2112e-05,0.000773953,18.8924,24.2123,1.50853
2,0.000172207,0.00217064,0.00081753,4.213e-05,0.0007754,19.297,24.3477,1.51239
38,0.000105355,0.00209168,0.000577904,4.23874e-05,0.000535517,18.6296,24.1368,1.50936
7,0.000127325,0.00187221,0.000685281,3.58437e-05,0.000649437,18.9035,24.2582,1.51472
27,0.000130709,0.00254098,0.000717446,3.39237e-05,0.000683522,18.7611,24.1352,1.50968
23,0.000117811,0.00161723,0.000679709,3.30093e-05,0.0006467,18.8499,24.0983,1.51431
20,7.6126e-05,0.00286582,0.000673506,3.48759e-05,0.00063863,18.902,24.0532,1.5094
8,9.317e-05,0.00146891,0.00065209,4.10303e-05,0.00061106,19.2316,24.1935,1.50896
25,0.000121387,0.00201517,0.000729971,3.01663e-05,0.000699805,19.0456,24.2267,1.50817
3,0.000121082,0.0011154,0.000564085,3.79797e-05,0.000526105,19.6241,24.2671,1.51144
12,0.000101722,0.00245529,0.000660218,3.70693e-05,0.000623148,19.3484,24.1358,1.51033
15,0.00010061,0.001758,0.000699582,4.05022e-05,0.00065908,19.3514,24.5097,1.51115
9,9.3384e-05,0.00118262,0.000556905,3.11269e-05,0.000525779,19.567,24.0589,1.50801
34,9.7657e-05,0.00129009,0.000606484,3.48726e-05,0.000571612,19.4812,24.5294,1.50854
39,9.7807e-05,0.00131619,0.000670175,3.14588e-05,0.000638716,19.4261,24.4667,1.50871
11,9.8474e-05,0.00190021,0.000783856,2.9946e-05,0.00075391,19.6315,24.0475,1.50801
29,9.7747e-05,0.00330304,0.000841057,3.21826e-05,0.000808875,19.6103,24.2503,1.51488
28,0.000103272,0.0014281,0.000553491,3.04593e-05,0.000523031,19.6725,24.0747,1.51058
6,0.000100031,0.00192254,0.000691175,3.44669e-05,0.000656708,19.9191,24.5582,1.50933
16,0.000111642,0.00133174,0.000614195,3.35116e-05,0.000580683,19.7542,24.2157,1.50762
33,0.000114775,0.00149714,0.000630824,2.90533e-05,0.000601771,19.7347,24.5802,1.5076
19,0.000101713,0.00168989,0.000684629,3.43298e-05,0.000650299,19.8929,25.0333,1.51524
24,0.000110127,0.00318338,0.000831847,3.55908e-05,0.000796256,19.9259,25.0728,1.51985
14,0.000138428,0.00133083,0.000552855,3.22572e-05,0.000520598,20.0638,24.1033,1.50589
10,0.000127618,0.0020814,0.000682511,3.0281e-05,0.00065223,20.2663,24.1156,1.508
18,8.1774e-05,0.00144645,0.000667388,4.36757e-05,0.000623712,20.1272,24.4355,1.5086
31,9.8619e-05,0.00123608,0.000508465,3.01431e-05,0.000478322,20.238,24.0839,1.50759
35,0.000113249,0.00274769,0.000845186,4.23733e-05,0.000802813,20.2832,25.7547,1.51255
13,0.000102441,0.00116648,0.00054305,3.41449e-05,0.000508906,20.4183,24.3405,1.51052
26,9.0834e-05,0.002028,0.000680619,3.9022e-05,0.000641597,20.5795,24.3268,1.50952
30,9.3022e-05,0.00185283,0.000654484,3.24057e-05,0.000622079,20.6146,24.2799,1.50783
32,0.000127005,0.00169331,0.000605836,3.69695e-05,0.000568866,20.644,24.2015,1.50872
36,8.2841e-05,0.00169408,0.000582486,3.04613e-05,0.000552025,20.6465,24.1917,1.5106
2022-06-06T18:31:48.571316
drone_id,min_planning_time,max_planning_time, avg_planning_time,average_init_time,average_opt_time, mission_time, distance, max_vel
0,0.000119396,0.00160649,0.000648037,3.4417e-05,0.00061362,18.3245,24.102,1.50996
1,0.00010106,0.00122653,0.000523879,3.05158e-05,0.000493363,18.178,24.0036,1.50851
2,0.000117863,0.00258056,0.000851282,4.78821e-05,0.0008034,18.9378,24.5811,1.5099
32,8.9653e-05,0.00156245,0.000585434,2.97549e-05,0.000555679,18.417,24.0654,1.5084
22,9.1095e-05,0.003227,0.000782625,3.61271e-05,0.000746498,18.4402,24.2423,1.51114
21,0.000152571,0.00265013,0.00076367,3.87538e-05,0.000724916,18.4549,24.1177,1.5082
39,8.9781e-05,0.00207291,0.000691517,3.40567e-05,0.00065746,18.3698,24.0801,1.51048
3,0.000145536,0.00125223,0.000630794,4.12769e-05,0.000589517,18.8592,24.1905,1.51209
5,0.000131997,0.00131151,0.000604379,3.4145e-05,0.000570234,18.719,24.2309,1.50906
10,0.000114121,0.0029352,0.00074336,3.54751e-05,0.000707885,18.6239,24.2398,1.50891
7,9.0857e-05,0.00215623,0.000831978,3.90745e-05,0.000792904,18.7491,24.4719,1.51446
19,9.4785e-05,0.00152372,0.000556208,3.32605e-05,0.000522948,18.6272,24.1178,1.5095
36,0.000109889,0.00145458,0.000727572,3.08397e-05,0.000696733,18.564,24.0531,1.51121
16,0.000109274,0.00187462,0.000711186,3.07448e-05,0.000680441,18.7373,24.1936,1.51179
12,0.000116071,0.00181645,0.000703017,3.71515e-05,0.000665866,18.8811,24.2295,1.50801
29,7.9626e-05,0.00220968,0.000749012,2.81794e-05,0.000720833,18.9862,24.1345,1.51179
4,0.00011946,0.00239906,0.000780303,3.69309e-05,0.000743372,19.4009,24.94,1.50706
35,0.000106161,0.00130523,0.00061219,4.91305e-05,0.000563059,19.1576,24.4279,1.51302
11,9.9866e-05,0.00137305,0.000574612,2.94613e-05,0.000545151,19.3362,24.1665,1.508
33,0.000107375,0.00230652,0.000619824,3.25044e-05,0.00058732,19.2819,24.244,1.50798
9,9.5876e-05,0.0017084,0.000692034,3.12654e-05,0.000660769,19.5012,24.3628,1.51394
13,0.000108382,0.00195863,0.000656942,3.05674e-05,0.000626374,19.417,24.1535,1.50978
30,0.000101402,0.00244847,0.00072656,3.38307e-05,0.00069273,19.345,24.2607,1.50778
27,9.1323e-05,0.00181962,0.000720194,3.37989e-05,0.000686396,19.3625,24.3056,1.50825
6,0.000118264,0.00202034,0.000675315,3.64145e-05,0.0006389,19.5653,24.7094,1.5084
18,8.6547e-05,0.00256568,0.000704795,3.9404e-05,0.000665391,19.3588,24.2844,1.51111
20,0.000103597,0.00237185,0.000784224,3.93282e-05,0.000744896,19.4146,24.2088,1.50815
34,0.000100895,0.00151786,0.000588286,2.85066e-05,0.000559779,19.5405,24.1153,1.51783
28,0.000142319,0.0014093,0.000676443,3.34438e-05,0.000643,19.5554,24.3701,1.50973
38,0.000131377,0.00163073,0.000738346,4.5251e-05,0.000693095,19.5473,24.5324,1.5074
25,0.000101926,0.00255909,0.000763094,3.52108e-05,0.000727883,19.5868,24.2892,1.5086
37,0.000115374,0.00159611,0.000636834,2.71249e-05,0.00060971,19.5416,24.198,1.51277
14,0.000126948,0.00130921,0.000600274,3.68024e-05,0.000563472,19.7018,24.1837,1.50732
24,0.000117286,0.00430485,0.000921644,3.38359e-05,0.000887808,19.6739,24.403,1.50783
17,0.000117809,0.00120744,0.000496142,3.03871e-05,0.000465755,19.66,24.165,1.50984
31,0.000114814,0.0022741,0.000735323,3.28274e-05,0.000702496,19.7753,24.2712,1.51215
15,0.000132302,0.0017872,0.000663593,4.04537e-05,0.000623139,19.9832,24.3773,1.50751
26,8.8768e-05,0.00128562,0.000648478,3.0921e-05,0.000617557,20.0559,24.0744,1.50584
23,9.5259e-05,0.00169693,0.000653849,4.10201e-05,0.000612829,20.0854,24.1435,1.50879
8,0.000120128,0.00167321,0.000666055,3.286e-05,0.000633195,20.9416,24.0805,1.50799
2022-06-06T18:32:32.894741
