2022-06-06T18:38:01.533602
drone_id,min_planning_time,max_planning_time, avg_planning_time,average_init_time,average_opt_time, mission_time, distance, max_vel
17,7.6779e-05,0.000661636,0.000355138,2.98857e-05,0.000325252,18.3238,24.0405,1.51212
8,7.5063e-05,0.000992736,0.000381736,2.75805e-05,0.000354155,18.3966,24.0798,1.5089
19,9.3096e-05,0.00104946,0.000370978,2.86566e-05,0.000342322,18.3549,24.0294,1.5089
11,7.8321e-05,0.00108185,0.00039816,3.37635e-05,0.000364397,18.4047,24.1215,1.50889
18,8.7973e-05,0.000799037,0.000378934,3.18525e-05,0.000347082,18.3736,24.0796,1.50924
10,9.248e-05,0.00129986,0.000431804,2.65833e-05,0.000405221,18.4621,24.0177,1.51076
15,9.9191e-05,0.00150843,0.000426594,3.00811e-05,0.000396513,18.5198,24.0275,1.5089
14,9.0535e-05,0.00173413,0.000468612,2.94559e-05,0.000439156,18.529,24.5389,1.51263
2022-06-06T18:40:03.517901
drone_id,min_planning_time,max_planning_time, avg_planning_time,average_init_time,average_opt_time, mission_time, distance, max_vel
0,9.7657e-05,0.000889084,0.000386532,3.07247e-05,0.000355807,18.3136,24.0382,1.50937
1,8.5371e-05,0.000917977,0.000412375,3.4116e-05,0.000378259,18.1941,24.0763,1.50898
2,8.7345e-05,0.000917894,0.000406108,3.06887e-05,0.000375419,18.1901,24.0327,1.5107
4,9.3557e-05,0.00193427,0.000455295,3.30877e-05,0.000422207,18.2497,24.0463,1.51334
14,8.0611e-05,0.00172289,0.000412236,2.86524e-05,0.000383583,18.1925,24.0191,1.5089
5,8.6301e-05,0.00150301,0.000543768,3.12353e-05,0.000512533,18.2676,24.0959,1.51149
10,8.7112e-05,0.000671846,0.000352287,2.95653e-05,0.000322722,18.2371,24.0016,1.50891
3,7.9072e-05,0.00120373,0.000476736,3.12474e-05,0.000445488,18.317,24.0261,1.51081
15,9.6269e-05,0.000936229,0.000407526,2.74646e-05,0.000380061,18.2523,24.0235,1.51174
6,0.000104959,0.000843994,0.000372837,3.33939e-05,0.000339443,18.309,24.1197,1.5114
18,7.5368e-05,0.000591254,0.000347227,2.79652e-05,0.000319261,18.2642,24.0673,1.51256
8,0.000114808,0.000876522,0.000400575,3.12093e-05,0.000369366,18.3156,24.112,1.50924
12,9.6117e-05,0.00091812,0.000387042,3.02995e-05,0.000356743,18.3115,24.004,1.51165
17,7.8887e-05,0.00130699,0.000416869,2.6226e-05,0.000390643,18.295,24.0347,1.51453
9,7.9929e-05,0.000976621,0.000412672,2.49163e-05,0.000387756,18.3311,24.0122,1.50963
7,0.000115583,0.000945426,0.000371197,2.86533e-05,0.000342544,18.3522,24.0012,1.50887
13,8.4871e-05,0.000992512,0.000415,2.6549e-05,0.000388451,18.3601,24.0015,1.51433
11,7.9059e-05,0.00102965,0.00046524,3.20382e-05,0.000433202,18.385,24.127,1.50891
19,7.5641e-05,0.00114883,0.000422441,2.86672e-05,0.000393774,18.4112,24.0176,1.50956
16,0.000101667,0.00152657,0.000425051,3.65302e-05,0.000388521,18.4266,24.0527,1.51255
2022-06-06T18:40:44.069149
drone_id,min_planning_time,max_planning_time, avg_planning_time,average_init_time,average_opt_time, mission_time, distance, max_vel
0,0.000105971,0.000784021,0.000428147,2.72686e-05,0.000400878,18.0865,24.0305,1.50889
2,9.5318e-05,0.000903902,0.000338438,3.04955e-05,0.000307942,18.2132,24.037,1.51025
1,8.1822e-05,0.000755631,0.000350332,3.37424e-05,0.000316589,18.3158,24.0685,1.50655
6,8.0407e-05,0.00156415,0.000399261,3.22228e-05,0.000367039,18.254,24.1298,1.50902
7,7.5667e-05,0.000813121,0.00032245,2.735e-05,0.0002951,18.2752,24.0018,1.50933
3,7.8668e-05,0.00109472,0.000411634,2.58517e-05,0.000385782,18.371,24.0028,1.5092
19,8.8189e-05,0.00115315,0.00039618,3.03398e-05,0.000365841,18.235,24.0336,1.50904
4,8.21e-05,0.000974344,0.00040749,3.22755e-05,0.000375215,18.3349,24.0653,1.50769
16,8.9616e-05,0.00103227,0.000401009,3.07634e-05,0.000370246,18.2687,24.0563,1.5089
15,8.6655e-05,0.00128698,0.000441353,2.4411e-05,0.000416942,18.2792,24.0304,1.50892
8,8.3338e-05,0.000762249,0.000364725,2.95609e-05,0.000335164,18.3186,24.0799,1.50891
18,8.0761e-05,0.0010418,0.000408795,2.85174e-05,0.000380278,18.2831,24.0832,1.50968
9,7.4043e-05,0.000686527,0.000323329,2.80088e-05,0.00029532,18.3422,24.0019,1.51095
11,0.000102061,0.00120665,0.000426823,3.42734e-05,0.00039255,18.3641,24.153,1.5089
14,0.000141796,0.000950309,0.000413095,3.1017e-05,0.000382078,18.3551,24.4266,1.50936
12,8.6064e-05,0.000750261,0.000353917,3.03578e-05,0.000323559,18.3931,24.0021,1.50889
10,0.00011306,0.00137753,0.000448127,2.74417e-05,0.000420686,18.4101,24.0005,1.51376
5,8.2792e-05,0.00100005,0.000414275,2.68446e-05,0.000387431,18.5263,24.1209,1.50907
17,8.9451e-05,0.00102406,0.000429176,2.71311e-05,0.000402045,18.7304,24.0291,1.51206
2022-06-09T10:33:23.757599
