2022-06-06T19:00:06.445646
drone_id,min_planning_time,max_planning_time, avg_planning_time,average_init_time,average_opt_time, mission_time, distance, max_vel
21,0.000166225,0.00194059,0.000572383,2.98228e-05,0.00054256,18.526,24.7388,1.51014
19,0.000189686,0.000992296,0.000444131,3.69368e-05,0.000407194,19.1081,24.0925,1.50946
18,0.000105905,0.00112607,0.000496637,3.56749e-05,0.000460962,19.41,24.7753,1.51013
22,0.00011853,0.00159471,0.000541246,3.54222e-05,0.000505824,19.4364,26.001,1.50972
20,0.000201025,0.00101067,0.000471083,2.97473e-05,0.000441336,19.5484,24.2031,1.50706
17,0.000147678,0.00178297,0.000573917,2.82899e-05,0.000545627,20.3218,26.0077,1.50579
16,0.000111885,0.00148979,0.000616188,3.08997e-05,0.000585288,20.7133,27.8513,1.51309
23,9.3533e-05,0.00129957,0.000555002,3.57119e-05,0.00051929,20.9443,27.7951,1.5114
15,0.000106517,0.00119689,0.000476673,3.17124e-05,0.00044496,22.165,30,1.5104
24,9.7695e-05,0.00137315,0.000492027,3.17811e-05,0.000460246,22.4421,30.0017,1.51305
14,0.000174154,0.001114,0.000473661,3.44025e-05,0.000439258,23.7941,32.5599,1.51327
25,0.000162388,0.00155587,0.000548576,3.45693e-05,0.000514006,23.9968,32.5609,1.51005
26,0.000146342,0.00215,0.00061233,3.4928e-05,0.000577402,25.8945,35.3836,1.51151
13,0.000109194,0.00132074,0.000520711,3.34432e-05,0.000487268,26.2499,35.3904,1.50908
12,7.4559e-05,0.00131054,0.000513443,3.30859e-05,0.000480357,28.0291,38.4212,1.51274
27,0.000104416,0.00168873,0.000602142,3.38956e-05,0.000568247,28.4758,38.4272,1.51064
11,0.000108687,0.00231635,0.000523008,3.31527e-05,0.000489856,29.8135,41.6183,1.51538
28,0.000167603,0.00137286,0.000571431,3.3608e-05,0.000537823,30.0684,41.6216,1.51702
10,9.9669e-05,0.00158563,0.000561847,3.8562e-05,0.000523285,32.4071,44.9606,1.51099
29,0.000118562,0.00136118,0.000552776,3.85635e-05,0.000514212,32.2962,44.9471,1.51119
30,0.000106054,0.00124053,0.000486644,3.26599e-05,0.000453984,34.5502,48.3761,1.51151
9,0.00011429,0.00179164,0.000582001,3.68148e-05,0.000545186,35.035,48.3845,1.51387
8,0.000147697,0.00220706,0.000605678,3.68676e-05,0.00056881,36.8647,51.8897,1.51018
31,0.000103668,0.00131009,0.000536307,3.46356e-05,0.000501672,37.3538,51.8919,1.51001
7,0.000107579,0.00145607,0.000521623,3.50996e-05,0.000486523,39.4433,55.4699,1.51165
32,0.00010118,0.00189474,0.000617037,3.65477e-05,0.000580489,39.4315,55.4631,1.51102
6,8.162e-05,0.00121873,0.00048474,3.60262e-05,0.000448713,41.7941,59.0967,1.50841
33,9.6216e-05,0.00168056,0.000602187,3.59008e-05,0.000566286,41.8002,59.095,1.51315
5,0.000152285,0.00220407,0.000552362,3.83641e-05,0.000513998,44.2002,62.7714,1.51111
34,0.000101301,0.00139065,0.000512956,3.91919e-05,0.000473764,43.9734,62.7745,1.51391
4,0.000118666,0.00143353,0.00054022,4.1511e-05,0.000498709,47.2776,66.4845,1.51392
35,9.9118e-05,0.00103644,0.000488645,3.39613e-05,0.000454684,47.3023,66.4858,1.51529
3,9.6591e-05,0.00148618,0.000562914,3.80631e-05,0.000524851,49.2396,70.2288,1.51339
36,0.00011217,0.0025204,0.000531652,3.53254e-05,0.000496327,50.0443,70.2805,1.51231
2,0.000138977,0.00175437,0.000494115,3.62084e-05,0.000457907,51.3518,74.0007,1.51263
37,0.000145965,0.00109003,0.000486027,3.25211e-05,0.000453506,52.2614,74.0058,1.51153
1,0.000101592,0.00134289,0.000482523,3.692e-05,0.000445602,54.1442,77.822,1.51189
38,0.000101474,0.00195462,0.000484153,3.53356e-05,0.000448818,54.1227,77.7962,1.51346
0,0.000174354,0.00226904,0.000662846,3.56226e-05,0.000627223,56.968,81.6131,1.51227
39,0.000103559,0.0016368,0.000490664,4.05717e-05,0.000450092,57.1552,81.6088,1.51323
2022-06-06T19:01:40.482039
