8,8.2967e-05,0.00127994,0.000451836,3.06931e-05,0.000421143,18.2073,24.1713,1.50929
3,0.000104044,0.000830513,0.000376359,3.25158e-05,0.000343843,18.4346,24.1864,1.50797
0,9.0502e-05,0.00138536,0.000448956,3.01931e-05,0.000418763,18.5474,24.1464,1.51591
6,8.1373e-05,0.00164416,0.000449241,3.6682e-05,0.000412559,18.4752,24.2613,1.50823
9,8.3713e-05,0.0009397,0.000404666,3.29108e-05,0.000371755,18.5179,24.0547,1.508
1,9.7502e-05,0.001354,0.000485451,4.46714e-05,0.00044078,18.6404,24.33,1.50896
2,9.5998e-05,0.00106965,0.000356515,3.38898e-05,0.000322625,18.6483,24.1033,1.50998
4,0.000113307,0.000885055,0.000379679,2.6174e-05,0.000353505,18.7817,24.1852,1.50798
7,7.9464e-05,0.000638369,0.000328867,2.78044e-05,0.000301062,19.0292,24.0127,1.5088
5,7.2307e-05,0.00100622,0.000375667,3.43463e-05,0.00034132,19.431,24.2495,1.51411
0,9.1957e-05,0.00326002,0.000408953,3.73487e-05,0.000371605,14.8827,27.5949,8.00488
0,0.00010138,0.00174465,0.000570606,3.56719e-05,0.000534934,1.67118e+09,18.4019,5.42922
0,8.2323e-05,0.00225705,0.000651158,4.4834e-05,0.000606324,1.67118e+09,31.5066,5.42922
0,8.2323e-05,0.00355244,0.000857123,5.44093e-05,0.000802714,1.67118e+09,47.0576,5.42922
0,8.2323e-05,0.00355244,0.000600015,4.08642e-05,0.000559151,1.67118e+09,68.0165,6.48437
0,0.000129457,0.000959993,0.000415654,3.04183e-05,0.000385236,1.67152e+09,10.5821,5.48964
0,0.000129457,0.000959993,0.00038451,3.05481e-05,0.000353962,1.67152e+09,13.2387,5.48964
0,0.000129457,0.00100951,0.000371874,3.41149e-05,0.000337759,1.67152e+09,18.3827,5.48964
0,0.000129457,0.00143403,0.000414975,3.29692e-05,0.000382006,1.67152e+09,23.4603,5.48964
0,0.000129457,0.00225774,0.000620814,5.26906e-05,0.000568124,1.67152e+09,34.8313,5.48964
0,0.00010587,0.00245249,0.000725183,5.70304e-05,0.000668153,1.67152e+09,51.5239,5.48964
0,0.00010587,0.00245249,0.000714426,5.90098e-05,0.000655417,1.67152e+09,67.6506,5.48964
0,0.00010587,0.00245249,0.000683034,5.63867e-05,0.000626647,1.67152e+09,76.4046,5.48964
0,0.00010587,0.00329256,0.000643969,5.20408e-05,0.000591928,1.67152e+09,94.3464,5.48964
